web-scraper-order,USERNAME,RATING,REVIEW,TIME,COUNT THE PEOPLE WHO LIKED THE REVIEW
1743116909-1149,Erick A.,6.2,"The rooms are really cool, with such a price you can get spacious rooms plus a nice bathtub. Just love the 4-star hotel when I entered the room there were green besae flies, 3 of them went to take a shower in their distinctive voice",2019-06-28,1
1743116909-1150,Fajar S.,9.4,"The rooms are romantic, the breakfast is complete overall the best hotel in Kuta for the price range",2019-06-27,1
1743116909-1151,DM,8.5,"The food is good, the place is comfortable, the service is okay.",2019-06-25,0
1743116909-1152,yeni m.,8.5,"Large room space, spacious bathroom almost half the room, cute bathtub in front of it there is a TV, cold air conditioner but maybe the bathtub drain can be repaired because it is difficult to close so the water is difficult unless we press it ourselves. Besides that everything is okay and the food is also good.",2019-06-23,1
1743116909-1153,Intan M.,8.8,"The hotel is comfortable, midnight check-in is still served well and quickly. The food variant at breakfast is also plenty, very nice👍",2019-06-23,0
1743116909-1154,Aprialdi S.,8.7,"This funny experience, before I also traveled to Bali in February and stayed at this hotel too. Yesterday I went to Bali again and tried to stay there again but it was funny why my room was the same as the previous trip of so many rooms. But recommend this original place to make a bill but please come back to my next room, my room is different 😂",2019-06-20,3
1743116909-1155,IP,6.0,"The hotel is spooky in my opinion, the air is humid. Not suitable for children.",2019-06-19,1
1743116909-1156,KW,6.0,"Not a matter of facilities and contents of the room. But the hotel staff is not good at explaining with hotel guests. Although the management has apologized, but sorry I am disappointed. And enough until now I have stayed in this hotel, thank you.",2019-06-17,2
1743116909-1157,GA,8.5,I can upgrade the room for free to the junior suite ... the room is spacious ... only the fridge can&#39;t turn on ... the leaky tube is leaked ... the bathroom doesn&#39;t have air ventilation and the wet condition ... but only soap is available 1 small bottle is not enough for 2org. .. the swimming pool is good ... the view is good ... only the chlorine is so bitter and bad when swimming and the water goes into the mouth ... for food variants only taste less good ...,2019-06-17,0
1743116909-1158,Ervin S. N.,9.6,"The rooms are spacious and very spacious, complete with very cheap prices, spacious bathrooms, there are bathtubs, which are already equivalent to the price of millions of hotels. But for the breakfast the variants are small and it can taste. Please increase the variance and taste for the breakfast, the sausage just isn&#39;t cooked.",2019-06-17,0
1743116909-1159,Marchellyn S.,9.1,"The rooms are really nice, spacious and comfortable even though the sink is a bit dirty. If you go to bed at night, be careful, there is a noise from the outside curtain near the bathtub because of the wind, so for those who don&#39;t like the noise, it&#39;s a bit shaky. The variation of breakfast is pretty much, not bad. Only on the egg station there is often no one, just the omelette has been made and just put it on the plate. But overall it&#39;s still okay and worth it.",2019-06-16,0
1743116909-1160,rani k.,9.7,"Highly recommend staying here, close to Kuta beach and center by.",2019-06-16,3
1743116909-1161,YC,5.1,"First, it was welcomed by receptionis&#39; unfriendly security who was not responsive. Whereas previously it was explained that I had a baby but instead I was given the back and near the road so the sound of the motorbike and the car was very strong. said all in full, finally after the phone call for the third time and the reception bag was changed, it was only served and changed rooms (around 12pm), the food was also bad, added the waiter looked picky between foreign and local tourists. I get enough of that treatment once and I will never come back again.",2019-06-14,1
1743116909-1162,v,5.2,"The hotel does not match the image of an unkempt room, it can be a room in a noisy corner, passing cars because the front street hotel asks for a change of room after changing rooms, it remains the same, there is no change in standard food",2019-06-13,0
1743116909-1163,Tjitra T.,6.4,The strategic location is just ugly big room WiFi.,2019-06-13,0
1743116909-1164,YW,9.4,"Initially the wooden floor of the room was open, but after asking for it, it was repaired and repaired. And tomorrow it is moved to another room. I think it&#39;s suitable to stay in this hotel for a family vacation. Clean and spacious rooms, good food, there is a bathtub, complete bathing facilities, price according to pocket. The swimming pool is also clean. Continue to maintain this good service. Thank you Mega Boutique.",2019-06-12,0
1743116909-1165,JC,6.5,Not clean enough. lots of cobwebs near the mattress. the floor is rather dusty.,2019-06-11,3
1743116909-1166,G,6.1,"Room is not clean and smells bad. Eating at the restaurant at 8:30 a lot has been used up and not filled, when asked to the waiter the answer is no more food. Parking lots are also less comfortable.",2019-06-11,0
1743116909-1167,KK,6.0,Do not want to come here again the service is not good. Jutek-jutek all hot air conditioning breakfast is not good enough just once.,2019-06-11,1
1743116909-1168,D,8.5,suitable for families ... it&#39;s neat and clean,2019-06-10,1
1743116909-1169,rw,8.5,"At night there is no hot water on the floor. 6. Nice bathroom, service is also good. The cuisine is also complete, there are all herbs, the bread is delicious.",2019-06-10,0
1743116909-1170,AK,9.7,Good hotel. full room upgraded to executive hotel which was very good.,2019-06-09,0
1743116909-1171,yy,5.1,"I like the food, many kinds, but carrying a child above 5th has a charge of 60,500. The atmosphere of the room is dark and stuffy especially if you get a room on the lower floor of the lobby.",2019-06-09,0
1743116909-1172,N,6.2,"I stayed here 2 times, then room 2 org overall, the room was good, now I took the family suite due to space but the rooms were not locked too much including the slot to go to the bathroom and a lot of broken equipment",2019-06-09,0
1743116909-1173,BB,6.0,"When I stayed in the room with a bad second floor, the room smelled bad, the bathroom continued to have cockroaches in dirty spiders, but the service and food were pretty good.",2019-06-08,1
1743116909-1174,cs,9.7,"The rooms are modern and spacious, near the highway and in front of it there is a shopping mall, the pool is nice on the roof.",2019-06-08,0
1743116909-1175,Victor G. M.,6.4,"I hope it is more comfortable, the smell is not good and the room is humid. The interior is too dark (brown) so the impression is less exclusive that the bathtub is leaking, the hot water is not hot, at breakfast, the glass smells because it is behind and the base smells.",2019-06-06,0
1743116909-1176,Tjitra T.,6.0,"Spacious, pleasant, large rooms, unstable Wi-Fi",2019-06-05,0
1743116909-1177,BF,6.5,"I stayed 3 days and 2 nights at the mega boutique, the rooms were pretty good, but pretty dirty and poorly maintained, the sinks were dirty, the backs behind the bed were badly dusty, lots of ants were careful when putting food without wrapping, hot water came out just slightly so warm to cold, need more care because the hotel is very good so love if the conditions are like this. For food that is quite tasty than last year when I stayed it was better. Please take care of the ants in the room because it is very annoying, (As far as the bed and toilet bowl can be done) I suggest carrying ant lime or insect spray if you want to go to this hotel. thanks.",2019-06-05,0
1743116909-1178,NS,9.1,"The rooms are comfortable, the bathtub is clean, the hot and cold water flows smoothly. The breakfast is standard, the pancakes are the other delicious ones.",2019-06-03,0
1743116909-1179,RK,8.5,"The hotel is good, according to the photos the rooms are quite large maybe the lights are a bit dark, maybe the prediction is so, but overall is okay.",2019-06-02,0
1743116909-1180,fk,8.8,"The staff is very friendly. I stayed in room 215, the room was spacious, the air conditioner was cold, breakfast was good, near the hotel Adi Indomaret if you want to buy water etc. Across from there is the Bali galeria mall &amp; hypermart. Easy access because it&#39;s on the edge of the road really. There is a spa, pool bar, swimming pool on the 6th floor. The pool is also nice for relaxing because there is a kind of casual mattress. Overall I&#39;m satisfied, next to Bali you can come back here.",2019-06-01,1
1743116909-1181,MH,9.4,"Affordable prices. 5 star quality. Many kinds of food. Clean there is a bathtub, the pool is cool. Anyway, I&#39;ll come back here when I stay in Bali",2019-06-01,0
1743116909-1182,CR,9.4,"Beyond my expectation, the rooms are really nice.",2019-05-30,0
1743116909-1183,IT,8.5,"The hotel is nice, clean, full breakfast. Only there is no fridge in the room.",2019-05-28,0
1743116909-1184,NP,8.8,"Standard service, many variants and tasty food, but minus parking. New parking next to the hotel but not worthy of parking.",2019-05-27,0
1743116909-1185,Pikar S.,8.8,"Good all the employees have good food, thank you.",2019-05-24,0
1743116909-1186,AI,8.5,Extended rooms are only for a few hours because the flight is 10pm. so far. comfortable and friendly staff.,2019-05-23,1
1743116909-1187,AI,8.5,"It&#39;s nice to be comfortable ... Just a little rebet when I want to be extended, because booking from an online application so when I want to be extended I have to re-book it again in the online application.",2019-05-23,0
1743116909-1188,E,8.5,One of the best hotels I&#39;ve visited in Bali.,2019-05-22,0
1743116909-1189,MS,9.7,"The hotel is comfortable, the service is friendly and the food varies.",2019-05-19,0
1743116909-1190,Zefanya C. S.,9.3,"The rooms are spacious, cold and there are no insects at all. Impressive, next definitely stay there again.",2019-05-19,0
1743116909-1191,ANGGARA O.,9.7,"The place is clean, only in the room I got 507 the tap leaked, the breakfast was good and the service was friendly.",2019-05-18,0
1743116909-1192,PS,8.4,"The service is very good. I got a free upgrade to the executive room, nice interior. Breakfast is less varied and there was a bird entering because the bathtub was rather outdoor, so it was a bit afraid to enter the bathtub area, and not used.",2019-05-18,0
1743116909-1193,AA,9.7,The hotel is really good but the breakfast is not satisfactory (the food is not tasty). But for the hotel it&#39;s really good.,2019-05-16,1
1743116909-1194,ll,9.4,"The hotel is pretty good, the price is also very recommend, I can get complementary cake, the top one is the one",2019-05-16,1
1743116909-1195,m,5.6,"It seemed like I rented a toilet because of the decent bathroom but the bathtub leaked, the room smelled musty maybe because there were no window times, the elevator was smelly, the sheets were rich not replaced.",2019-05-13,2
1743116909-1196,putri w.,9.4,"It&#39;s great to stay here. hotel and rooms according to the room. Affordable, clean, the food is also good. Service is also very good and friendly. If you go to Bali, you must stay there.",2019-05-13,0
1743116909-1197,GA,5.4,"AC kama 216 is not cold, and public atendant is jutek. The rest is very comfortable.",2019-05-12,0
1743116909-1198,KR,8.5,"Recommended, enough budget, okay facilities.",2019-05-10,0
1743116909-1199,JI,9.4,"Comfortable, clean, not noisy, recommended rooms.",2019-05-09,0
1743116909-1200,RM,9.1,"I stayed in the deluxe type 1 night with my wife after my honeymoon, the room was luxurious at such a price, there was a TV &amp; bathtub in the bathroom, and all other complete facilities that made my wife comfortable (you know women, lots of needs) as long as there is water, you can take a shower, that&#39;s enough hehehe. The varied and quite tasty breakfast menu for the tongue like me. But unfortunately the air conditioner leaked so it was a bit muddy, and the narrow parking lot only fit a few cars, incidentally when I arrived it didn&#39;t fit, diverted to a vacant lot of reeds, right next to the hotel.",2019-05-09,1
1743116909-1201,febriyanti m.,9.7,"Very very good hotel! does it feel like not going home? the rooms are nice, big, fragrant, complete facilities, strategic location, good service and fast response, the subject is super duper good, my family and I are very happy to stay here, the main thing is to stay here again in Bali! Bring me back.",2019-05-08,0
1743116909-1202,IW,6.0,"The room was humid, there was the sound of the gecko in the afternoon, which resulted in us moving the hotel the next day in fact the room was spacious only it turned out the bathroom was very spacious, so the room was narrow, this hotel was suitable for honeymoon, if for family vacation it was not suitable. The food is also not okay and not until 10 o&#39;clock the food is up.",2019-05-08,1
1743116909-1203,kadeksudarnaya,9.1,"The rooms are very nice, the bathroom looks luxurious already spacious, the breakfast is lacking.",2019-05-08,0
1743116909-1204,SB,4.8,"It looked less neat and my experience of staying for two days was not cold. And I missed items in the room, when contacted the answer was no. A little sorry for not being as expected.",2019-05-07,1
1743116909-1205,Alfin T.,6.0,Service in the pool is not pleasant.,2019-05-07,1
1743116909-1206,yudha p.,8.4,"The place is easy to reach because it&#39;s near the airport, it&#39;s easy to access the road anywhere and there&#39;s a motorcycle rental.",2019-05-07,0
1743116909-1207,Inggrid I. P.,9.0,"Really like this hotel. the hotel room is really good. With a price that is not too expensive, this room is really unexpectedly good. but, the air conditioner is not cold enough, it&#39;s a bit hot, just right in the room, Overall is good.",2019-05-06,0
1743116909-1208,PS,8.5,"Spacious, comfortable room, nice bathroom, recommended essentials. Just a little note the breakfast sich is rather lacking, but there are many variations, overall good.",2019-05-06,0
1743116909-1209,IF,9.4,"The service is quite satisfactory, the rooms are very spacious, what else is the bathroom, really spacious. The concept is good, the breakfast is also good, lots of food, the difference is the ice cream is also for breakfast.",2019-05-04,1
1743116909-1210,AR,8.0,"The whole good is only a very small parking lot. Those who make happy electricity in the rooms don&#39;t die so even if the card key is pulled back into the room, it&#39;s still cool. Spacious bathroom bath room.",2019-05-02,0
1743116909-1211,SI,10.0,"My wife and I were very satisfied with the service at this hotel. The facilities available are also very satisfying. Hotel employees are also very friendly. strategic location. the food is also varied and tasty. If you go to Bali, you may stay here again.",2019-05-02,1
1743116909-1212,Petricia D. C.,9.4,"My experience was staying at Mega Boutique with my husband, hopping, hotels close to anywhere, where to eat everywhere. The atmosphere of the room is comfortable and nice. But the food in my opinion is not good. But the variations are many.",2019-05-02,1
1743116909-1213,JI,8.4,"The hotel is comfortable, the location is also near the airport. Has a swimming pool on the rooftop. It&#39;s just that the bathtub is lacking when filling water, it can&#39;t be full because the water continues to be wasted because the water drain cover is leaking. Also the television in the bathroom blurred. room 206. But overall it is satisfying and very comfortable.",2019-05-02,0
1743116909-1214,irvan p.,8.5,"Comfortable and easy access to all places, spacious rooms.",2019-05-01,0
1743116909-1215,MD,9.7,"The interior of the room is quite unique and prefers the bathroom. The outdoor bathtub with TV in front and the wind blowing is natural, like this hotel very much.",2019-04-30,1
1743116909-1216,RF,8.5,I want a suite. My child is very happy because there is a bath tub. The rooms are spacious &amp; luxurious. Breakfast is quite varied &amp; tastes good. The location is also strategic,2019-04-29,0
1743116909-1217,Bagus L.,9.7,"Comfortable room with fragrances and songs played in the bathroom. The swimming pool is very spacious (long), the breakfast is good.",2019-04-29,0
1743116909-1218,AS,9.4,"Luxury interiors with standard affordable prices, recommended!",2019-04-29,0
1743116909-1219,Y,9.7,"I asked for an early check-in but was told to pay 150 thousand, it doesn&#39;t matter to me, the room is comfortable, big, plus there is a bathtub, the price is cheap but the rooms can be spacious and there is a bathtub. Housekeeping is responsive. very friendly friendly staff. Only the food is lacking, I don&#39;t like the menu. But yes, it doesn&#39;t matter, the breakfast is not good, you can also eat out too. Location near everywhere. Hotels with good swimming pools are on the upper floors. but every time I swim, there is never a towel, maybe because it&#39;s already late in the afternoon so the towel is no longer available. I don&#39;t know if it&#39;s morning.",2019-04-28,0
1743116909-1220,AR,9.4,"Enjoyable stay at this hotel. Convenient and location not far from the airport so you don&#39;t have to worry about traffic jams in Bali, tasty and varied breakfast. Super fun facilities and service.",2019-04-28,1
1743116909-1221,AR,10.0,"The atmosphere and facilities are very good, except that at that time the access card was in trouble so every time I wanted to enter the room I had to ask for help to the receptionist.",2019-04-28,0
1743116909-1222,ms,9.4,"Have stayed here several times and always satisfying. The location is not in the center of the crowd, but it is still quite strategic, the rooms are quite comfortable, but there needs to be improvement, good service, the best food that is missed from this hotel is the cool pool.",2019-04-27,0
1743116909-1223,Della J. S.,9.1,"The bathroom is super luxurious, really at home in the bathroom.",2019-04-26,0
1743116909-1224,UM,8.5,"Overall good. Service, food, service, room, cleanliness etc. It&#39;s just that at check-in when requesting twin beds (due to coincidence when it was traveling with friends) it was charged 200rb. Even though when booking there is an option to choose double bed or twin bed. But overall is okay 😊👍",2019-04-26,0
1743116909-1225,HH,8.5,"Nice, pleasant, comfortable room.",2019-04-25,0
1743116909-1226,abdul r.,9.7,"Recommended good, only for the barteder who wears glasses at the bar and lounge which in the pool is less friendly.",2019-04-24,1
1743116909-1227,PA,6.5,"The room I ordered has been upgraded to the executive suite. However, I entered the television room, having trouble and handling it for quite a long time. The atmosphere in the hot tub during the day because of the outdoor bathtub. Breakfast is okay, there is no air conditioner in the toilet.",2019-04-23,0
1743116909-1228,AW,10.0,"The hotel is nice, clean, breakfast is also pretty good, near the airport. Next to Bali, definitely stay here again.",2019-04-23,0
1743116909-1229,Susi S.,8.5,"The hotel is good, I stayed 3 nights at the mega boutique hotel and spa, the bathroom is spacious. It&#39;s just that there are no spoons in the room so it is difficult if you want to make tea / coffee, the TV Remote in the bathroom is not available after being asked for the afternoon to be delivered. For the staff I feel less friendly to guests, seemingly ignorant.",2019-04-23,0
1743116909-1230,Milady M.,8.5,"The hotel is nice, comfortable, the service is friendly, the breakfast is delicious. The location of the hotel is also strategic. But there is a lack of a leaky bathtub. Then the bathroom lights are dim.",2019-04-23,1
1743116909-1231,YR,8.5,"The rooms are spacious fragrant, the staff is friendly, the swimming pool is clean, the air conditioner is cold, the rooms are always cleaned, just when you want to take a plate or a glass you have to wait for cleaning, others are recommended.",2019-04-22,0
1743116909-1232,Bopi Y.,6.0,"Bad, ugly, very disappointing, very bad.",2019-04-22,0
1743116909-1234,Ad,6.0,"The chec / chef staff is very unfriendly to local guests, presumably local guests don&#39;t pay for what breakfast, once local guests are in Pelototis, the faces are annoying, once foreign guests smile and say I can help you? really sucks.",2019-04-21,0
1743116909-1235,GS,5.9,"Unfriendly service, bad policy. Even though the room is special, it&#39;s a shame.",2019-04-21,0
1743116909-1236,dv,6.0,"Service is not friendly, hotel rooms are not clean and there are still many cockroaches.",2019-04-20,0
1743116909-1237,puji s.,5.9,"We stayed just overnight here but were not satisfied with our experience of staying, the service staff was quite good but not friendly, the air conditioner was not cold (hot and stuffy the room), we asked to be checked, and indeed the AC service came and after one hour of service I started to feel cold (we asked for late check-out as compensation because the room air conditioner was not cold so we were forced outside the room because it was stuffy).",2019-04-20,0
1743116909-1238,IJ,8.5,"Nice and cozy hotel, the best staff mbak nata part restaurant, very friendly and helpful.",2019-04-19,0
1743116909-1239,DK,8.5,"The beginning came somewhat underestimated but when it came to the room it was very comfortable. Room is room for several reasons. The food is good, especially the croissants are good. the rooftop swimming pool is cool. The parking area is less extensive.",2019-04-18,0
1743116909-1240,II,6.0,"The hotel staff was less selective, I actually had the dirty bed yesterday, and I happened to know after my child vomited, just opened the coverbed, there was a speck, so that I had checked out until the message told me to pay compensation, I don&#39;t want to, why is it so arbitrary to accuse, Our right room is still waiting for the check not to be complained, why after we have left the place with a long distance just contacted, Just feel offended us and our family.",2019-04-16,0
1743116909-1241,NS,9.7,"The atmosphere of the hotel is really cool. Nice, comfortable room, really happy to stay here. With spacious rooms and super compy bathrooms that make you feel at home, it is perfect for a honeymoon. If you go to Bali, you will want to stay here again.",2019-04-16,0
1743116909-1242,NH,8.8,"This hotel is very nice, the interior is perfect for honeymoon. The bathroom is really spacious really. the staff is very friendly too. Satisfy the principal of staying here?",2019-04-16,0
1743116909-1243,ZUL F. M.,9.1,"Good service, good nature-themed hotel, nice rooftop pool.",2019-04-13,0
1743116909-1244,Rizky D. M. S.,10.0,"Good hotel, clean. the bathroom is huge, the breakfast is good too. just a little far everywhere.",2019-04-12,0
1743116909-1245,E,6.0,"I am not satisfied, the cleanliness is very very lacking, the sheets are itchy itchy Just need repairs in the interior of the room because many use fabric so please keep it clean.",2019-04-10,0
1743116909-1246,NR,8.3,"The rooms are comfortable and clean, the food is delicious.",2019-04-10,0
1743116909-1247,NF,6.0,There were 2 rats in my room.,2019-04-10,0
1743116909-1248,Intan N.,9.4,"The service is good, the rooms are neat, fragrant, the breakfast menu is okay, recommended anyway.",2019-04-09,0
1743116909-1249,IM,8.5,"The rooms are spacious, comfortable, clean, only at that time we got a room where the bathtub outside was rather hot air. For food there were many choices but I had run out of food and glasses too, hehehe. For others it&#39;s okay",2019-04-09,0
1743116909-1250,A,8.8,"Okay place, service okay, it&#39;s just that the food is less attractive.",2019-04-08,0
1743116909-1251,FF,8.8,"The hotel is exactly the same as the photo. The bathroom is luxurious and very clean (Really satisfied with the bathtub!). The bathroom and bed are the same size 😂. Breakfast was great also! Only lack was a slight damp smell and there were a few stains on my pillow (but as we told the room service, they quickly changed it). After all, we were happy staying here for 3N4D :) Thanks for the great experience!",2019-04-07,0
1743116909-1252,Meita E. S.,10.0,"The location is very strategic. While waiting for the check-in time, I walked around the mall just walking enough to walk in the mall. Behind the hotel there is spicy rice that tastes good. When I checked in my room was upgraded to an executive room! Very happy. The room was spacious, with the price I got really above expectations. Spacious bathroom, nice view, varied and tasty breakfast, there is ice cream every breakfast. Will return to Mega Boutique. Thank you Traveloka!",2019-04-06,0
1743116909-1253,CS,8.7,"The rooms are quite luxurious, cleanliness is guaranteed, but in terms of food, especially breakfast, it tastes less and tastes less varied every day.",2019-04-05,0
1743116909-1254,NS,8.5,"The room is spacious and fragrant, the toilet is also spacious, the food is good, there are many choices, the drinks are also many choices. Anyway, tomorrow, if I want to stay here again.",2019-04-05,0
1743116909-1255,Dion P.,9.7,"Very comfortable, good service, all rooms smell good, nice rooms, perfect for relaxing with bathub facilities",2019-04-04,0
1743116909-1256,Indra R.,6.9,"Less satisfying, on one side of the strategic location but too noisy and unable to sleep soundly.",2019-04-03,0
1743116909-1257,Ai,9.1,"I gave this hotel a value of 8/10. At an affordable price, but the best quality. I was given a room upgrade, because the room I booked was full at that time. So happy! The bathroom has a bathtub and there is a TV so you can relax more. The hotel is close to the airport, so only a few minutes have arrived. The service is good, staff are so helpfull. I wish I can come back there.",2019-04-03,0
1743116909-1258,JZ,8.5,"Very recommend, affordable prices. Special room.",2019-04-03,0
1743116909-1259,Yunizar f.,8.5,"A nice hotel even though it isn&#39;t sleek, the pool is really top, there are no locations above 2.",2019-04-02,0
1743116909-1260,az,9.1,"Good hotel, good food, nice rooms, good service except the security ahead. It&#39;s just that the fridge is not cold, so the food I store in the refrigerator is stale and the parking is narrow.",2019-04-02,0
1743116909-1261,Nm,8.5,"Spacious room with bathtub facilities with a TV in the bathroom. The food is all good, there&#39;s ice cream too. Enjoyable stay here at affordable prices, next stay here again",2019-04-01,0
1743116909-1262,af,9.4,"The second time staying at this hotel, overall satisfied as much, the location is quite strategic, not too far from the center of Kuta and the airport. Glad because this time I can upgrade rooms from deluxe to executive room because the deluxe type is full booked. Friendly service, fast check in process. Delicious food, varied and change the menu every day, suitable for family holidays, clean rooms, sufficient lighting, and the bathroom is the best, the bathtub is okay, toilet equipment is okay and complete, hardryer, hot water is functioning normally. Get super duper cheap prices on the website. Affordable place to stay with complete facilities and cool rooftop swimming pool at a cheap price. Recommended",2019-04-01,0
1743116909-1263,RP,8.8,"The rooms are nice, luxurious, it&#39;s just that the lighting is lacking in my opinion and the toilet water tap is leaking. But good overalls, good food and hotels near the airport.",2019-04-01,0
1743116909-1264,taufik i.,8.5,It&#39;s always nice to stay at this hotel because the distance is close everywhere and the facilities are pleasant,2019-03-31,0
1743116909-1265,FA,6.0,"For rooms on the 2nd floor, especially number 209, there is no outside view, suddenly the power failure starts with a bursting sound, worse, on Sunday 31 March 2019 at 8:00 a.m., the water dies, while I am using the toilet for the chapter. Breakfast is decent, service is quite good.",2019-03-31,0
1743116909-1266,Desak M. A.,6.0,"Can reastauran front rooms sound quite noisy glass trains and plates. The bathtub leaked so long it filled up to full. In the morning I want to take a shower, usually die, which only lives in hot water and is very hot, the water in the toilet also dies. When you live again, the water comes out thick and lives for a few seconds when you die again. In the package the description can be bathrobe but not provided in the room. The bedside sliding door can&#39;t be locked broken so it&#39;s not really safe to regret getting this room 302.",2019-03-31,1
1743116909-1267,Rizky M. S.,8.5,"The hotel is pretty near the airport but unfortunately the hotel building seems to have been old, the sheets, pillow bolsters are crumpled and rather yellowish.",2019-03-31,0
1743116909-1268,IB,8.5,"It&#39;s a pleasure to stay at this hotel. Clean and fragrant rooms. The staff is friendly, the food is delicious especially the dessert near the mall just walk.",2019-03-30,0
1743116909-1269,TR,9.7,"The service is good, the place is very clean, and the food is good. Satisfied and stay here.",2019-03-29,0
1743116909-1270,S,8.8,"Clean rooms, nice breakfast.",2019-03-28,0
1743116909-1271,m,8.5,"The hotel is cool, clean, complete facilities, food is also good, the point is really top. Thank you Mega Boutique.",2019-03-28,0
1743116909-1272,DD,9.7,"The rooms are very comfortable according to the photos, clean, super affordable prices with very luxurious facilities.",2019-03-26,0
1743116909-1273,RO,8.5,"We think this hotel is the other Mega, but it doesn&#39;t disappoint. Comfortable, decent clean place, nice interior, friendly.",2019-03-26,0
1743116909-1274,FU,8.5,"The location is quite strategic and easy access, making it easy to go everywhere and not far from the airport, of course. The room is spacious and is supported by a sophisticated interior design so it is comfortable to stay long and comfortable. The pool is big and clean even though the hotel is not too big. I was also impressed with the breakfast menu, where the variety of food varied both western food and traditional food, especially when there were favorite market snacks. The point was really recommended for those who want to vacation in Bali.",2019-03-26,0
1743116909-1275,Devicawati S.,9.4,"The first time I came to the hotel was a rather scary front because I checked in at night, maybe because the lighting was not so bright. The lack of numbers of employees might result in me having to bring my own items to the room (if a little stuff is okay). Overall all good. The room is nice, spacious, with an okay bathroom. The swimming pool is clean, feels private pool if you swim. The breakfast menu is somewhat less varied every day (what is it because for 3 days I want it there to taste the food - that&#39;s all). The last, the suggestion if you bring your own vehicle here is rather difficult because to much of the small parking area there. The rooms are very recommended",2019-03-25,0
1743116909-1276,IM,9.4,"For clean rooms, good service just for breakfast is rather unpleasant. When you want to eat, the food runs out, the glass runs out. Maybe because the weekend is so crowded.",2019-03-25,0
1743116909-1277,FN,8.5,There is no parking space.,2019-03-25,0
1743116909-1278,NOVIK A.,9.4,"The hotel is clean and comfortable, the service is satisfying, suitable for a honeymoon vacation. Just really thumbs up 👍",2019-03-24,0
1743116909-1279,G,8.9,"The hotel is good, the rooms are spacious, the food is good, and the variety is just that the employees are less friendly and the back room of the kitchen can be rather noisy. Overall the hotel is good and recommended.",2019-03-24,0
1743116909-1280,fatah n. t.,10.0,"Three days staying here, going to the mall can walk, strategic location, breakfast is tasty and more varied, there is ice cream every morning. Friendly staff. Although in terms of facilities there are inadequate facilities such as the minibar does not work, but all can be overcome by the staff. Thank you Traveloka. Thank you Mega Boutique Hotel &amp; Spa I will be back next time.",2019-03-24,1
1743116909-1281,DM,10.0,"The room is nice and the bathroom is spacious, the interior is cool. The breakfast is varied every day, the main thing is to be comfortable staying at this hotel because all hotel staff are friendly 😊.",2019-03-23,0
1743116909-1282,Fitri F.,9.4,"The rooms are exactly the same as in the photos, the breakfast is nice, comfortable, next to Bali, you will stay here again.",2019-03-23,0
1743116909-1283,S,6.0,"Our room was on the 1st floor and it turned out it was a basement with very little lighting, light and air circulation. This is the first time we have stayed at a hotel with a room in the basement.",2019-03-23,0
1743116909-1284,S,6.0,Our room was on the 1st floor and the location was in the basement with very little light and air circulation and the room smelled a bit musty.,2019-03-23,0
1743116909-1285,AN,10.0,"1. The room is comfortable, very suitable for honeymoon; 2. Access to tourist attractions is also easy. To the Galeria Mall, just cross it; 3. There is a pool on the rooftop. The spa and gym are also there; 4. Can rent a motorbike to travel, immediately ask the security; 5. Delicious food. Recommend (Mega duck). Satisfying for 4 nights there.",2019-03-22,0
1743116909-1286,CN,5.1,"The hotel seems dark and haunted, the rooms are not as expected, the smell is damp, the walls of the rooms are moldy, there is no mineral water in the room. The bathroom sink was so dirty, the shower on the toilet leaked too. I checked in to the room for only about 15 minutes to check out immediately to move to another hotel. Sorry Mega Boutique ☹️",2019-03-22,1
1743116909-1287,Damayanti,8.5,"Room design is great. Very comfortable staying here. Good breakfast and lots of choices. On the rooftop there is a swimming pool and bar, great for photo spots",2019-03-22,1
1743116909-1288,Tommy I.,8.5,Recommended. The toilet is cool. Clean place and friendly service.,2019-03-21,0
1743116909-1289,M,8.5,"The first time it came, the room we occupied had an AC leak. The staff quickly tried to correct and immediately upgraded the room. Overall satisfied staying here, strategic location, friendly staff helpful, but for security services is very unsatisfactory, not helping guests lower the goods, instead busy offering rental motorbikes.",2019-03-21,1
1743116909-1290,WD,9.4,"Cool place, the bathroom is really cool. Most like, view right near the place to eat",2019-03-21,0
1743116909-1291,Marlina,9.7,"I am really satisfied, the food choices are many, the location is strategic in front of a big road, so close to Ngurah Rai airport, very friendly servants. Recommended is the main thing, only 2 less towels are not replaced every day with the fridge is not cold. I took the room suite room.",2019-03-21,0
1743116909-1292,FP,9.1,"I have stayed here twice, always satisfied, the breakfast is also delicious.",2019-03-21,0
1743116909-1293,Andri h.,9.7,"Nice accommodation, luxurious rooms, the only balcony is lacking in any view, because it&#39;s closed by glass.",2019-03-20,0
1743116909-1294,Maria L. A. F.,5.9,"The room was not as expected. I take a family room but it&#39;s very narrow! The welcome drink should be given at check in. But this is actually told to take it yourself. The point is not as expected. :( the rooms are dirty, ants are everywhere, especially the feathers in the bathroom are scattered, the bathroom is not as expected!",2019-03-20,0
1743116909-1295,Novita W. N.,6.6,"The shower faucet leaked, the hotel was rather horror, but the room was nice there was a bathtub.",2019-03-19,0
1743116909-1296,NW,9.1,"The wc leaked water everywhere. The room was nice, the bathroom had a bathtub while watching TV, but it was quiet a bit horror.",2019-03-19,0
1743116909-1297,RK,8.5,"Location near the airport, strategic location in front of the mall.",2019-03-19,0
